,ano_eleicao,nome,nome_urna,numero_sequencial,numero_urna,sigla_uf_nascimento,sigla_partido,numero_partido,tipo_agremiacao,descricao_cargo,despesa_maxima_campanha,idade_data_posse,descricao_cor_raca,descricao_estado_civil,descricao_genero,descricao_grau_instrucao,descricao_nacionalidade,descricao_ocupacao,concorre_reeleicao,declara_bens,descricao_totalizacao_turno
421370,2002,CARLOS FREDERICO KOHLER,FRED,1922,2345.0,RJ,PPS,23,,DEPUTADO FEDERAL,550000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,,,SUPLENTE
421371,2002,ELIANA DE SOUZA SIDACO ROSA,DRA. ELIANA SIDACO,1863,2351.0,RJ,PPS,23,,DEPUTADO FEDERAL,550000.0,,,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,NAO INFORMADA,,,SUPLENTE
421372,2002,RUBEM MEDINA,MEDINA,1682,2501.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ECONOMISTA,,,SUPLENTE
421373,2002,AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,1747,2502.0,RS,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ENGENHEIRO,,,ELEITO
421374,2002,SEBASTIAO EDUARDO PESSANHA DE ALMEIDA,PESSANHA,1477,2505.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,MILITAR REFORMADO,,,SUPLENTE
421375,2002,ALDIR CABRAL DE ARAUJO,ALDIR CABRAL,1826,2507.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,"SENADOR, DEPUTADO E VEREADOR",,,SUPLENTE
421376,2002,FRANCISCO DE ASSIS SALLES ABREU,ASSIS,1800,2508.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,FISCAL,,,SUPLENTE
421377,2002,CARLOS FREDERICO THEODORO NADER,CARLOS NADER,1471,2510.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
421378,2002,ALVARO ANIBAL ALVES DE MAGALHAES,ALVARO MAGALHAES,1840,2513.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PUBLICITARIO,,,SUPLENTE
421379,2002,JOAO RICARDO MENDES,JOAO MENDES,1757,2515.0,PB,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ENGENHEIRO,,,SUPLENTE
421380,2002,EDUARDO DA COSTA PAES,EDUARDO PAES,1749,2522.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,"SENADOR, DEPUTADO E VEREADOR",,,ELEITO
421381,2002,ADEMIR TEIXEIRA,ADEMIR TEIXEIRA,1620,2524.0,,PFL,25,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
421382,2002,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,LAURA CARNEIRO,1767,2525.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,,,ELEITO POR MEDIA
421383,2002,WALLACE ZERAIK,WALLACE ZERAIK,1689,2527.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,NAO INFORMADO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),,,SUPLENTE
421384,2002,IEDIO ROSA DA SILVA,IEDIO ROSA,1955,2530.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,VIUVO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
421385,2002,AYRTON ALVARENGA XEREZ,AYRTON XEREZ,1728,2533.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ENGENHEIRO,,,SUPLENTE
421386,2002,LUIS ALBERTO MENDONCA MEATO,LUIS MEATO,1934,2544.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
421387,2002,EVANDRO LOPES DOS REIS,EVANDRO REIS,3633,2546.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,FUNDAMENTAL INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,,,REGISTRO NEGADO ANTES DA ELEICAO
421388,2002,HEITOR JOSE DE SOUZA,HEITOR DE SOUZA,1754,2550.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEMBRO DAS FORCAS ARMADAS,,,SUPLENTE
421389,2002,JOSE ROBERTO MAGALHAES MACHADO,JOSE ROBERTO,1822,2563.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,GERENTE,,,SUPLENTE
421390,2002,ADILER BAPTISTA VIEIRA,DR ADILER,1755,2567.0,,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ODONTOLOGO,,,SUPLENTE
421391,2002,JOSE CARLOS PIRES COUTINHO,JOSE CARLOS COUTINHO,1906,2572.0,SP,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,"SENADOR, DEPUTADO E VEREADOR",,,SUPLENTE
421392,2002,PAULO CARDOSO DE ALMEIDA,PAULO DE ALMEIDA,1812,2580.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,NAO INFORMADA,,,SUPLENTE
421393,2002,RODRIGO FELINTO IBARRA EPITACIO MAIA,RODRIGO MAIA,1685,2587.0,,PFL,25,,DEPUTADO FEDERAL,900000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,"SENADOR, DEPUTADO E VEREADOR",,,ELEITO
421394,2002,CLAUDIO CERQUEIRA BASTOS,CLAUDAO DE ITAPERUNA,1719,2588.0,RJ,PFL,25,,DEPUTADO FEDERAL,900000.0,,,CASADO(A),MASCULINO,FUNDAMENTAL INCOMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),,,
421395,2002,ALCYR MANOEL BENTO DE ABREU,ALCYR DE ABREU,1638,2600.0,RJ,PAN,26,,DEPUTADO FEDERAL,800000.0,,,SOLTEIRO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,"ESTUDANTE,BOLSISTA, ESTAGIARIO E ASSEMELHADOS",,,NAO ELEITO
421396,2002,ZEDIR DE SOUZA SOARES,ZEDIR SOARES,2735,2602.0,RJ,PAN,26,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,NAO ELEITO
421397,2002,JORGE LUIZ DE FREITAS DIAS,JORGE DE AUSTIN,2664,2615.0,RJ,PAN,26,,DEPUTADO FEDERAL,8000.0,,,CASADO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,SERRALHEIRO,,,NAO ELEITO
421398,2002,CELSO DE OLIVEIRA LEAL,CELSO LEAL,2662,2622.0,RJ,PAN,26,,DEPUTADO FEDERAL,8000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,NAO INFORMADA,,,
421399,2002,CARLOS VIDAL GAIA,CARLOS GAIA,2335,2626.0,RJ,PAN,26,,DEPUTADO FEDERAL,800000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,,,RENUNCIA/FALECIMENTO/CASSACAO ANTES DA ELEICAO
421400,2002,PERICLES DE SOUZA CRISPIM,PERICLES CRISPIM,2660,2644.0,RJ,PAN,26,,DEPUTADO FEDERAL,8000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,NAO ELEITO
421401,2002,MARIO JORGE PLACIDO DE SA PALMEIRA,MARIO JORGE,2753,2652.0,RJ,PAN,26,,DEPUTADO FEDERAL,800000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEMBRO DAS FORCAS ARMADAS,,,NAO ELEITO
421402,2002,CARLOS MANUEL MENDONCA RODRIGUES,CARLOS DA TV ITA,2655,2660.0,,PAN,26,,DEPUTADO FEDERAL,8000.0,,,CASADO(A),MASCULINO,NAO INFORMADO,BRASILEIRA (NATURALIZADA),PSICOLOGO,,,NAO ELEITO
421403,2002,GILSON GOMES DE OLIVEIRA,SGT DO EXERCITO GILSON GOMES,1038,2707.0,RJ,PSDC,27,,DEPUTADO FEDERAL,1000000.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEMBRO DAS FORCAS ARMADAS,,,SUPLENTE
421404,2002,MARCOS ELIAS FREITAS MOREIRA,MARQUINHO PESSANHA,1022,2710.0,RJ,PSDC,27,,DEPUTADO FEDERAL,1000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ENGENHEIRO,,,SUPLENTE
421405,2002,MARCELIO BARRETO DA ROCHA,MARCELIO ROCHA,1140,2725.0,RJ,PSDC,27,,DEPUTADO FEDERAL,1000000.0,,,CASADO(A),MASCULINO,MEDIO INCOMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
421406,2002,JOSE FERNANDO COSTA DE MEDEIROS,DR. FERNANDO MEDEIROS,1025,2727.0,,PSDC,27,,DEPUTADO FEDERAL,1000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,PORTUGUESA COM IGUALDADE DE DIREITOS,NAO INFORMADA,,,SUPLENTE
421407,2002,REINALDO PEREIRA PINTO,REINALDO BETAO,1021,2728.0,RJ,PSDC,27,,DEPUTADO FEDERAL,1000000.0,,,CASADO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,ELEITO
421408,2002,CLEIDE MALAFAIA TORRES,MALAFAIA,1031,2733.0,RJ,PSDC,27,,DEPUTADO FEDERAL,1000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ENGENHEIRO,,,SUPLENTE
421409,2002,JOSE DE SOUZA DE JESUS,JOSE ALVORADA,1175,2770.0,BA,PSDC,27,,DEPUTADO FEDERAL,1000000.0,,,SOLTEIRO(A),MASCULINO,FUNDAMENTAL COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
421410,2002,ANTONIO CARLOS LOPES PIRES,PIRES,1027,2789.0,RJ,PSDC,27,,DEPUTADO FEDERAL,1000000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,,,SUPLENTE
421411,2002,MARILZO VIEIRA DE GODOY,UDO UNICO,3075,2799.0,RJ,PSDC,27,,DEPUTADO FEDERAL,1000000.0,,,VIUVO(A),MASCULINO,NAO INFORMADO,BRASILEIRA NATA,FOTOGRAFO E TRABALHADOR ASSEMELHADO,,,SUPLENTE
421412,2002,LUIZ CARLOS KLEIN,BISPO KLEIN,2262,2800.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,NAO INFORMADO,BRASILEIRA NATA,PROFESSOR E INSTRUTOR DE FORMACAO PROFISSIONAL,,,NAO ELEITO
421413,2002,HELIO FERNANDES VIANA,HELIO FERNANDES,2312,2801.0,BA,PRTB,28,,DEPUTADO FEDERAL,300000.0,,,CASADO(A),MASCULINO,FUNDAMENTAL COMPLETO,NAO INFORMADA,TRABALHADOR DE CONSTRUCAO CIVIL,,,NAO ELEITO
421414,2002,EDSON JOSE ALMEIDA DE SA,EDSON SA,2284,2804.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,NAO INFORMADA,MEDICO,,,NAO ELEITO
421415,2002,ANGELINO MANOEL SOEIRO,ANGELINO SOEIRO,2310,2805.0,PA,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO SUPERIOR,,,
421416,2002,LUIZ VALERIANO DA COSTA,LUIZ VALERIANO,2765,2806.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,,,NAO ELEITO
421417,2002,PAULO ROBERTO DA SILVA,PAULO ROBERTO,2327,2807.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),,,NAO ELEITO
421418,2002,JOSE LOPES TEIXEIRA,JOSE L TEIXEIRA,2776,2810.0,GO,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ODONTOLOGO,,,NAO ELEITO
421419,2002,ELIEZER MOURA BARRETO,BISPO ELIEZER,2687,2812.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MILITAR REFORMADO,,,REGISTRO NEGADO ANTES DA ELEICAO
421420,2002,CARLOS JOSE DOS SANTOS,CARLOS JOSE,2295,2815.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,FUNDAMENTAL COMPLETO,BRASILEIRA NATA,ALFAIATE E COSTUREIRO,,,NAO ELEITO
421421,2002,DANIEL MENEZES VIVAS,DANIEL VIVAS,2278,2822.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,SOLTEIRO(A),MASCULINO,MEDIO INCOMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,,,NAO ELEITO
421422,2002,ODIVALDO FERNANDES DA CONCEICAO,ODIVALDO FERNANDES,2770,2828.0,PA,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ENGENHEIRO,,,NAO ELEITO
421423,2002,ANTONIO CARLOS FELIX,FELIX,2297,2840.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,NAO ELEITO
421424,2002,CLEIDE VENANCIO RODRIGUES,CLEIDE RODRIGUES,2683,2844.0,,PRTB,28,,DEPUTADO FEDERAL,300000.0,,,DIVORCIADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,NAO INFORMADA,,,NAO ELEITO
421425,2002,ANA REGINA DANTAS DE MIRANDA,ANA DANTAS,2287,2874.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,NAO ELEITO
421426,2002,ANA CRISTINA PEREIRA DA SILVA,ANA CRISTINA,2681,2888.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ARQUITETO,,,NAO ELEITO
421427,2002,PAULO RENATO MONTEIRO MEIRA,PAULO RENATO MEIRA DO CEFET,2766,2890.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADMINISTRADOR,,,NAO ELEITO
421428,2002,OTACILIO ANANIAS DA SILVA,OTACILIO ANANIAS DA SILVA,2787,2896.0,PE,PRTB,28,,DEPUTADO FEDERAL,300000.0,,,CASADO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,"CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES",,,NAO ELEITO
421429,2002,VITOR ESTEVAO DE ALMEIDA,VITOR ESTEVAO,3457,2899.0,RJ,PRTB,28,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,POLICIAL CIVIL,,,NAO ELEITO
421430,2002,THELMA MARCIA DA SILVA  BASTOS,THELMA MARIA,2509,2929.0,DF,PCO,29,,DEPUTADO FEDERAL,5000.0,,,CASADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,NAO INFORMADA,,,NAO ELEITO
421431,2002,ANTONIO GOMES LACERDA,PROFESSOR LACERDA,3031,3000.0,RJ,PGT,30,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO SUPERIOR,,,SUPLENTE
421432,2002,CLEBER MACHADO DE MIRANDA,CLEBER MIRANDA,2397,3011.0,,PGT,30,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
421433,2002,JORGE LUIZ NEVES DE CARVALHO,JORGE MARAFA,2404,3022.0,RJ,PGT,30,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,,,SUPLENTE
421434,2002,MARIA DA GLORIA SOUZA DA COSTA,GLORINHA,3313,3050.0,RJ,PGT,30,,DEPUTADO FEDERAL,50000.0,,,CASADO(A),FEMININO,MEDIO INCOMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,,,SUPLENTE
421435,2002,JOSE DA SILVA FERNANDES FILHO,FERNANDO DO COMILAO,2407,3051.0,RJ,PGT,30,,DEPUTADO FEDERAL,50000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
421436,2002,JOAO VICENTE FONTELLA GOULART,JOAO VICENTE GOULART JANGO,2576,3064.0,RJ,PGT,30,,DEPUTADO FEDERAL,500000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
421437,2002,JORGE LUIZ FERREIRA DA PAIXAO,PAIXAO,2400,3070.0,RJ,PGT,30,,DEPUTADO FEDERAL,300000.0,,,CASADO(A),MASCULINO,FUNDAMENTAL COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,,,SUPLENTE
421438,2002,MARCIO FREITAS,PEQUENO,3153,3111.0,RJ,PHS,31,,DEPUTADO FEDERAL,50000.0,,,SOLTEIRO(A),MASCULINO,FUNDAMENTAL INCOMPLETO,BRASILEIRA NATA,COMERCIANTE,,,NAO ELEITO
421439,2002,CLEMENTE SEBASTIAO DE ALMEIDA CAMPOS,O CLEMENTE!,1317,3113.0,MG,PHS,31,,DEPUTADO FEDERAL,100000.0,,,CASADO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO CIVIL APOSENTADO,,,NAO ELEITO
421440,2002,MARIA VIRGINIA DOS SANTOS OLIVEIRA,TIA VIRGINIA,2773,3131.0,RJ,PHS,31,,DEPUTADO FEDERAL,50000.0,,,CASADO(A),FEMININO,MEDIO COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,,,NAO ELEITO
421441,2002,PAULO DE TARSO MACHADO DE BARROS,PAULO DE TARSO,1383,3301.0,RJ,PMN,33,,DEPUTADO FEDERAL,600000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,
421442,2002,LUIZ CLAUDIO BORGES DE MELO,CLAUDIO BORGES,1376,3303.0,RJ,PMN,33,,DEPUTADO FEDERAL,600000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,"TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO",,,SUPLENTE
421443,2002,LUIZ FERNANDO PIRES DA SILVA,LUIZ FERNANDO DO GUERENGUE,1380,3313.0,MA,PMN,33,,DEPUTADO FEDERAL,600000.0,,,CASADO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),,,SUPLENTE
421444,2002,CARLOS ANTONIO OLIVEIRA DA SILVA,CARLOS SILVA,1215,3326.0,RJ,PMN,33,,DEPUTADO FEDERAL,600000.0,,,CASADO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
421445,2002,ALDO DA SILVA BRUNO,ALDO BRUNO,1373,3339.0,RJ,PMN,33,,DEPUTADO FEDERAL,600000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,,,SUPLENTE
421446,2002,CLEIO GASPAR DE SA FREIRE,PASTOR SA FRERE,2530,3636.0,RJ,PTC,36,,DEPUTADO FEDERAL,500000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,,,SUPLENTE
421447,2002,LUIZ  HENRIQUE MORAES DE LIMA,LUIZ HENRIQUE,1268,4001.0,SC,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,,,SUPLENTE
421448,2002,CIRO PEREIRA DA SILVA,CIRO DO TEATRO MUNICIPAL,1300,4003.0,MG,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADMINISTRADOR,,,SUPLENTE
421449,2002,FERNANDO WILLIAM FERREIRA,FERNANDO WILLIAM,2544,4004.0,RJ,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,,,SUPLENTE
421450,2002,CARLOS SEBASTIAO BARBOSA ROSAS,INDIO MATEKIN,1281,4007.0,AM,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
421451,2002,JOSIAS QUINTAL DE OLIVEIRA,JOSIAS QUINTAL,1492,4010.0,RJ,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,,,ELEITO
421452,2002,BERNARDO RAMOS ARISTON,BERNARDO ARISTON,1295,4011.0,RJ,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,DIRETOR DE EMPRESAS,,,ELEITO
421453,2002,EDSON EZEQUIEL DE MATOS,EZEQUIEL,1276,4012.0,PE,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ENGENHEIRO,,,ELEITO
421454,2002,JOSE ANTONIO NOVAES,PROFESSOR NOVAES,1382,4013.0,RJ,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,,,SUPLENTE
421455,2002,MARIA APARECIDA RUFINO MADUREIRA,CIDA MADUREIRA,1479,4021.0,RJ,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,NAO INFORMADA,,,SUPLENTE
421456,2002,ARISTIDES ANGELO BARCELOS NETO,ARISTIDES NETO,1233,4022.0,RJ,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,,,SUPLENTE
421457,2002,RICARDO MOURA DE ALBUQUERQUE  MARANHAO,RICARDO MARANHAO,1343,4027.0,PE,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ENGENHEIRO,,,SUPLENTE
421458,2002,FERNANDO LOPES DE ALMEIDA,FERNANDO LOPES,2542,4030.0,RJ,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO SUPERIOR,,,ELEITO POR MEDIA
421459,2002,MAGALY MIRANDA MACHADO,MAGALY MACHADO,2367,4033.0,RJ,PSB,40,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
421460,2002,MIRIAM SANTOS MANCEBO REID,MIRIAM REID,1313,4035.0,RJ,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),FEMININO,NAO INFORMADO,BRASILEIRA NATA,ASSISTENTE SOCIAL,,,SUPLENTE
421461,2002,ALEXANDRE AGUIAR CARDOSO,ALEXANDRE CARDOSO,1530,4040.0,,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,,,ELEITO
421462,2002,SERGIO FERRAZ MAGALHAES,SERGIO MAGALHAES,1371,4041.0,RS,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ARQUITETO,,,
421463,2002,LEOMAURO TEIXEIRA DA ROCHA,LEO ROCHA,1385,4042.0,RJ,PSB,40,,DEPUTADO FEDERAL,1415215.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,ANALISTA DE SISTEMAS,,,SUPLENTE
